Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work,,,,,,,,,
"A3 COMMUNICATIONS, INC. [IRMO,SOUTH CAROLINA]",NNM13AA36P,MSFC - Marshall Space Flight Center,IRMO,SC,'02',10/10/2012,1/3/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price","75,205","75,205","75,205",541512,NNM12446137Q,"Sabrina Pearson, 256-544-7094, sabrina.m.pearson@nasa.gov",THIS IS A PURCHASE ORDER FOR HD VIDEO SYSTEM UPGRADE,,,,,,,,,
"AAR ALLEN SERVICES, INC. [GARDEN CITY,NEW YORK]",NND13AC51P,AFRC - Armstrong Flight Research Center,GARDEN CITY,NY,'04',9/12/2013,11/29/2013,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","65,187","67,317","67,317",336411,N/A,N/A,IGF::OT::IGFDC-8 LANDING GEAR INSPECTIONS AND REPAIRS,,,,,,,,,
"AARDVARK [LA VERNE,CALIFORNIA]",NNG13AR45P,GSFC - Goddard Space Flight Center,GREENBELT,MD,'05',8/2/2013,9/30/2013,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","6,979","6,936","6,936",339999,N/A,N/A,"FUNDS FOR BLACK X26P, ECD, CLASS II LASER (QTY.4); HOLSTERS (QTY.6); AUTMATIC SHUT-DOWN POWER MAGAZINE (APPM)(QTY.50); SILVER BLAST DOOR/FIELD USE (QTY. 2); DATAPORT DOWNLOAD KIT (QTY. 2);",,,,,,,,,
"AAXICO SALES INC [MIAMI,FLORIDA]",NND12AB94P,AFRC - Armstrong Flight Research Center,DORAL,FL,'25',5/1/2012,9/28/2012,", Small Business ONLY - For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price",0,"70,104","70,104",332510,N/A,N/A,PITOT TUBE,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK08OH01C,KSC - Kennedy Space Flight Center,[N/A for IDVs],,'NA',6/25/2008,[None Indicated],", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Indefinite Delivery Contract, Cost Plus Award Fee","58,832,043","593,104,404",0,517110,N/A,N/A,INFORMATION MANAGEMENT AND COMMUNICATIONS SUPPORT (IMCS) NNK08OH01C,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK09OH12T,KSC - Kennedy Space Flight Center,,FL,'08',2/23/2009,12/22/2009,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",0,"839,474","839,474",517110,N/A,N/A,IMCS - INSTALL DVTS HARDWARD FROM PAD A TO THE LCC. ,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK09OH13T,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',12/5/2008,6/30/2009,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",0,"64,531","98,965",517110,N/A,N/A,IMCS CONSTELLATION PROJECT SUPPORT TASK ORDER.,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK09OH16T,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',12/15/2008,9/30/2013,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",0,"1,029,752","1,029,966",517110,N/A,N/A,INFORMATION MANAGEMENT AND COMMUNICATIONS SUPPORT(IMCS). CONSTELLATION OPERATIONAL TELEVISION SURVIVABILITY PROJECT.   ,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK09OH18T,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',2/19/2009,9/30/2009,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Firm Fixed Price",0,"113,013","113,400",517110,N/A,N/A,IMCS - SSPF RADIO COVERAGE ENHANCEMENT,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK09OH19T,KSC - Kennedy Space Flight Center,,FL,'08',7/2/2009,9/30/2013,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",0,"223,715","225,338",517110,N/A,N/A,IMCS - ASRC TRAILER COMM ACTIVATION,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK09OH31T,KSC - Kennedy Space Flight Center,,FL,'08',9/11/2009,9/30/2010,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-13,060","108,201","108,920",517110,N/A,N/A,IMCS- NDE OFFICE COMM ACTIVATION,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK09OH32T,KSC - Kennedy Space Flight Center,,FL,'08',9/10/2009,9/30/2010,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-35,535","136,106","180,732",517110,N/A,N/A,IMCS-OSB I NETWORK UPGRADE - 1ST FLOOR,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK10OH11T,KSC - Kennedy Space Flight Center,,FL,'08',1/25/2010,12/31/2010,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",0,"275,000","829,016",517110,N/A,N/A,IMCS TASK ORDER NNK10OH11T - PAD B CABLE DEMO,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK10OH17T,KSC - Kennedy Space Flight Center,,FL,'08',5/21/2010,9/30/2011,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-1,141","179,808","215,550",517110,N/A,N/A,ODIN/ACES ENG SUPPORT,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK10OH23T,KSC - Kennedy Space Flight Center,,FL,'08',8/31/2010,8/31/2011,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",0,"1,563,314","1,999,072",517110,N/A,N/A,PROGRAM OF RECORD FLIGHT FACILITIES ELEMENTS SUPPORT,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK10OH25T,KSC - Kennedy Space Flight Center,,FL,'08',7/22/2010,2/28/2011,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",-300,"483,268","494,840",517110,N/A,N/A,O&C PHASE 4 REVITAL COMM,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK10OH26T,KSC - Kennedy Space Flight Center,,FL,'24',8/6/2010,5/31/2011,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",0,"587,982","589,213",517110,N/A,N/A,ENGINEERING AND PRODUCTION STUDIO UPGRADE,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK10OH27T,KSC - Kennedy Space Flight Center,,FL,'24',8/11/2010,2/28/2011,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",0,"91,799","95,657",517110,N/A,N/A,ELECTRONIC SECURITY SYSTEM,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK10OH29T,KSC - Kennedy Space Flight Center,,FL,'24',9/27/2010,9/14/2011,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-47,822","740,013","740,013",517110,N/A,N/A,TASK ORDER NNK10OH29T  GROUP X - CRAWLERWAY AIR CORE CABLE REPLACEMENT AND DISTRIBUTION ,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK10OH30T,KSC - Kennedy Space Flight Center,,FL,'08',9/23/2010,9/30/2011,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-8,322","972,681","977,317",517110,N/A,N/A,NNK10OH30T - LOGISTICS FACILITY (K6-1547) 100MPS-TO-DESKTOP NETWORK UPGRADE,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK10OH32T,KSC - Kennedy Space Flight Center,,FL,'08',9/28/2010,9/30/2011,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-11,788","390,493","393,495",517110,N/A,N/A,TO NNK10OH32T - ATXS REDUNDANT CORE REPLACEMENT,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH01T,KSC - Kennedy Space Flight Center,,FL,'08',10/29/2010,12/12/2011,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-5,848","854,715","866,792",517110,N/A,N/A,TO NNK10OH01T - ADCC SUPPORT,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH03T,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',4/22/2011,3/31/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-4,325","174,588","182,642",517110,N/A,N/A,OIS-M SWITCH INSTALLATION AND ACCEPTANCE,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH04T,KSC - Kennedy Space Flight Center,,FL,'24',7/12/2011,2/28/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-3,461","223,653","231,413",517110,N/A,N/A,FIRING ROOM 1 PHASE 2 INSTALLATION.,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH06T,KSC - Kennedy Space Flight Center,,FL,'08',6/15/2011,11/30/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",-860,"596,507","602,793",517110,N/A,N/A,LC39 PAD B LPE COMM INFRASTRUCTURE INSTALLATION,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH10T,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',9/16/2011,4/27/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",-597,"704,015","706,100",517110,N/A,N/A,IMCS TO NNK11OH10T LC-39 KENNEDY METROPOLITAN AREA NETWORK (KMAN)&KENNEDY INSTITUTIONAL NETWORK (KNET) ROUTER 10 GBPS UPGRADE,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH11T,KSC - Kennedy Space Flight Center,,FL,'08',9/6/2011,1/31/2013,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-3,020","666,452","707,338",517110,N/A,N/A,IMCS TO NNK11OH11T EDL 100MBPS-TO-DESKTOP UPGRADE,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH13T,KSC - Kennedy Space Flight Center,,FL,'24',7/21/2011,11/30/2011,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-12,683","106,821","106,821",517110,N/A,N/A,IMCS NNK11OH13T ORDINANCE FACILITY COMMUNICATIONS SYSTEMS ACTIVATION,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH16T,KSC - Kennedy Space Flight Center,,FL,'08',8/17/2011,9/30/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",-686,"109,732","113,776",517110,N/A,N/A,KSC IT SECURITY COMPLIANCE SUPPORT / IT-B SUPPORT,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH17T,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',9/14/2011,6/30/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",0,"316,369","329,955",517110,N/A,N/A,IMCS TO NNK11OH17T COMMUNICATIONS DISTRIBUTION AND SWITCHING CENTER (CD&SC) VOICE OVER INTERNET PROTOCOL (VOIP)UPGRADE,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH18T,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',8/8/2011,4/13/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",0,"118,263","126,047",517110,N/A,N/A,IMCS TO NNK11OH18T KENNEDY INTEGRATED TRANSMISSION SYSTEM (KITS) FOR VAB ROOF WEATHER-X (WX) CONNECTIVITY,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH19T,KSC - Kennedy Space Flight Center,,FL,'08',8/5/2011,4/10/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-17,967","383,195","402,670",517110,N/A,N/A,IMCS TO NNK11OH19T O&C PHASE 5 EAST REVITALIZATION COMMUNICATION ACTIVATION,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH20T,KSC - Kennedy Space Flight Center,,FL,'08',8/29/2011,5/30/2013,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-13,775","1,701,518","1,725,686",517110,N/A,N/A,LAUNCH CONTROL COMPLEX (LCC) 100 MEGABITS PER SECOND (MBPS) TO DESKTOP NETWORK UPGRADE DESIGN AND IMPLEMENTATION,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH21T,KSC - Kennedy Space Flight Center,,FL,'08',9/12/2011,9/30/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-4,893","319,975","339,674",517110,N/A,N/A,IMCS TO NNK11OH21T KSC INFORMATION ARCHITECTURE INTEGRATION AND PRE-IMPLEMENTATION SUPPORT,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH22T,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',9/1/2011,8/31/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-1,771","490,194","497,042",517110,N/A,N/A,OIS-M SUBSYSTEM DESIGN.,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH23T,KSC - Kennedy Space Flight Center,,FL,'08',9/1/2011,12/31/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","29,600","2,080,290","2,113,654",517110,N/A,N/A,IMCS TO NNK11OH23T KENNEDY INTEGRATED TRANSMISSION SYSTEM (KITS) FY12 DESIGN ENGINEERING,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH24T,KSC - Kennedy Space Flight Center,,FL,'08',9/1/2011,11/30/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","1,611","464,495","472,308",517110,N/A,N/A,PHOTO OPTICAL CONTROL SYSTEM (POCS)II DESIGN ENGINEERING.,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH25T,KSC - Kennedy Space Flight Center,,FL,'08',9/1/2011,8/31/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-1,795","473,145","509,931",517110,N/A,N/A,PROJECT SUPPORT FOR THE 21ST CENTURY GOUND SUPPORT PROGRAM FLIGHT FACILITIES AND SYSTEMS.,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH26T,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',9/1/2011,8/31/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",0,"534,546","553,399",517110,N/A,N/A,"ENGINEERING AND TECHNICAL EXPERTISE IN THE DISCIPLINE AREAS OF VOICE, IMAGERY, NETWORKS AND TRANSMISSIONS TO EXECUTE INFASTRUCTURE DESIGNS FOR THE PROGRAM OF RECORD FLIGHT FACILITIES AND SUBSYSTEMS.",,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH27T,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',9/1/2011,8/31/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",-198,"103,808","110,318",517110,N/A,N/A,LCC FIRING ROOM PHASE 3 DEVELOPMENT,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH28T,KSC - Kennedy Space Flight Center,ORLANDO,FL,'08',9/1/2011,8/31/2012,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee","-8,243","181,952","190,725",517110,N/A,N/A,TIMING&COUNTDOWN (T&CD) DESIGN ENGINEERING.,,,,,,,,,
"ABACUS TECHNOLOGY CORPORATION [CHEVY CHASE,MARYLAND]",NNK11OH29T,KSC - Kennedy Space Flight Center,,FL,'08',9/20/2011,7/31/2013,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Subchapter S Corporation","Delivery Order, Cost Plus Award Fee",63,"1,466,143","1,504,138",517110,N/A,N/A,OPERATIONAL SUPPORT BUILDING (OSB) II VOIP UPGRADE.,,,,,,,,,
