Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work,,,,
"B & B HOSE AND RUBBER CO., INC. [CHESAPEAKE,VIRGINIA]",80NSSC20P1537,NSSC - NASA Shared Services Center,CHESAPEAKE,VA,'03',7/20/2020,10/5/2020,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","15,962","15,962","15,962",332911,N/A,N/A,HYDRAULIC HIGH PRESSURE HYDRAULIC CONTROL SYSTEM COMPONENTS,,,,
"B & H FOTO & ELECTRONICS CORP. [NEW YORK,NEW YORK]",80NSSC20P1843,NSSC - NASA Shared Services Center,NEW YORK,NY,'10',8/18/2020,9/29/2020,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price","14,203","14,203","14,203",423410,N/A,N/A,INSTA360 TITAN CAMERA SYSTEM,,,,
"B & H INTERNATIONAL LLC [BAKERSFIELD,CALIFORNIA]",80NSSC20P1354,NSSC - NASA Shared Services Center,BAKERSFIELD,CA,'23',6/17/2020,7/10/2020,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Small Business, Sub Continent Asian American Owned Business, Women Owned, Women Owned Small Business","Purchase Order, Firm Fixed Price","34,464","34,464","34,464",334516,N/A,N/A,UR5E ROBOTIC ARM,,,,
"B & H INTERNATIONAL LLC [BAKERSFIELD,CALIFORNIA]",80NSSC20P1367,NSSC - NASA Shared Services Center,BAKERSFIELD,CA,'23',6/18/2020,6/18/2020,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Small Business, Sub Continent Asian American Owned Business, Women Owned, Women Owned Small Business","Purchase Order, Firm Fixed Price","13,679","13,679","13,679",335129,80NSSC20732905Q,N/A,10 LIGHT FIXTURES AND 7 POLES,,,,
"B & K SUPPLY COMPANY, LLC [COEUR D ALENE,IDAHO]",80NSSC20P1210,NSSC - NASA Shared Services Center,COEUR D ALENE,ID,'01',6/1/2020,7/13/2020,", Woman Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Limited Liability Corporation, Small Business, Women Owned, Women Owned Small Business","Purchase Order, Firm Fixed Price","11,423","11,423","11,423",334516,80NSSC20719049Q,N/A,MULTI CHANNEL ANALYZER,,,,
"B & W ENGINEERING, CORP. [COSTA MESA,CALIFORNIA]",80NSSC20P2372,NSSC - NASA Shared Services Center,COSTA MESA,CA,'48',9/29/2020,1/20/2021,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","42,100","42,100","42,100",334516,80NSSC20740650Q,N/A,BW-LPD-DAQ40.PARTICLE IMPACT NOISE DETECTOR - COMPLETE SYSTEM READY FOR TEST AND MIL-STD COMPLIANT,,,,
"B LINE EXPRESS INC [COLUMBIA,MARYLAND]",80NSSC18F1653,NSSC - NASA Shared Services Center,COLUMBIA,MD,'03',8/9/2018,9/30/2021,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned","Delivery Order, Firm Fixed Price","41,142","149,895","181,316",541512,N/A,N/A,CAREER PATH TOOL MAINTENANCE AND ENHANCEMENTS,,,,
"B LINE EXPRESS INC [COLUMBIA,MARYLAND]",80NSSC19F0341,NSSC - NASA Shared Services Center,COLUMBIA,MD,'07',2/21/2019,9/24/2019,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned","Delivery Order, Firm Fixed Price",0,"148,361","148,361",541512,N/A,N/A,IGF::OT::IGF MAINTENANCE RENEWAL FOR THE MISSION CONFIGURATION TOOL,,,,
"B LINE EXPRESS INC [COLUMBIA,MARYLAND]",80NSSC19F0554,NSSC - NASA Shared Services Center,COLUMBIA,MD,'03',4/10/2019,8/31/2020,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned","Delivery Order, Firm Fixed Price",0,"121,232","121,232",541512,N/A,N/A,"WEB DEVELOPMENT AND MAINTENANCE SERVICES (PROPOSAL INGEST, REVIEW, AND EVALUATION SYSTEM ENHANCEMENTS)",,,,
"B LINE EXPRESS INC [COLUMBIA,MARYLAND]",80NSSC20F0497,NSSC - NASA Shared Services Center,COLUMBIA,MD,'03',3/6/2020,2/28/2021,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned","Delivery Order, Firm Fixed Price","142,480","142,480","142,480",541512,N/A,N/A,MISSION CONFIGURATION ENHANCEMENT AND MAINTENANCE,,,,
"B LINE EXPRESS INC [COLUMBIA,MARYLAND]",80NSSC20F0515,NSSC - NASA Shared Services Center,COLUMBIA,MD,'07',3/6/2020,2/28/2021,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned","Delivery Order, Firm Fixed Price","4,998","4,998","24,990",541512,N/A,N/A,MAINT FOR FIAT,,,,
"B LINE EXPRESS INC [COLUMBIA,MARYLAND]",NNG14VB61D,GSFC - Goddard Space Flight Center,COLUMBIA,MD,'03',8/27/2014,4/30/2015,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned","Delivery Order, Firm Fixed Price",-60,"59,940","59,940",541512,N/A,N/A,"IGF::OT::IGF CAREER PATH DEVELOPMENT:  CONTRACTOR WILL PROVIDE SUPPORT TO GSFC OFFICE OF HUMAN CAPITAL MANAGEMENT (OHCM) FOR THE ENHANCEMENT AND COMPLETION OF THE GSFC CAREER PATH INTERACTIVE KNOWLEDGE SHARING SYSTEM.  THE SCOPE OF WORK WILL INCLUDE MAINTAINING, DEVELOPING AND ENHANCING THE NEW/EXISTING DATA ON THE CAREER PATH WEBSITE.",,,,
"B LINE EXPRESS INC [COLUMBIA,MARYLAND]",NNG14VJ22D,GSFC - Goddard Space Flight Center,COLUMBIA,MD,'03',9/22/2014,12/21/2019,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned","Delivery Order, Firm Fixed Price",-748,"39,252","39,252",541512,N/A,N/A,IGF::OT::IGF  SYSTEM ENHANCEMENTS AND MAINTENANCE OF THE FAILURE INTERROGATION ANALYSIS TOOL,,,,
"B LINE EXPRESS INC [COLUMBIA,MARYLAND]",NNG15PN95D,GSFC - Goddard Space Flight Center,GREENBELT,MD,'05',1/29/2015,2/29/2020,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned","Delivery Order, Firm Fixed Price",0,"913,559","913,559",541512,N/A,N/A,RELATIONAL DATABASE FOR THE SCIENCES AND EXPLORATION DIRECTORATE OFFICE (SED).  MIGRATE MAPS FROM A FLASH/FLEX BASE APPLICATION TO AN HTML5 APPLICATION.,,,,
"B&H INTERNATIONAL LLC [BAKERSFIELD,CALIFORNIA]",80LARC19P0017,LaRC - Langley Research Center,BAKERSFIELD,CA,'23',8/23/2019,3/12/2020,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Small Business, Sub Continent Asian American Owned Business, Women Owned, Women Owned Small Business","Purchase Order, Firm Fixed Price",0,"291,680","291,680",333243,80LARCFYQ701704,N/A,OKUMA COMPUTER NUMERICAL CONTROLLED (CNC) TURNING CENTER,,,,
"B&H INTERNATIONAL LLC [BAKERSFIELD,CALIFORNIA]",80NSSC20P0030,NSSC - NASA Shared Services Center,BAKERSFIELD,CA,'23',10/3/2019,11/15/2019,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Small Business, Sub Continent Asian American Owned Business, Women Owned, Women Owned Small Business","Purchase Order, Firm Fixed Price","84,744","84,744","84,744",334419,N/A,N/A,"PAIR OF UNIVERSAL ROBOTICS, UR10E, 6 AXIS ROBOTIC ARMS",,,,
"B&H INTERNATIONAL LLC [BAKERSFIELD,CALIFORNIA]",80NSSC20P0032,NSSC - NASA Shared Services Center,BAKERSFIELD,CA,'23',10/4/2019,10/4/2019,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Small Business, Sub Continent Asian American Owned Business, Women Owned, Women Owned Small Business","Purchase Order, Firm Fixed Price","24,100","24,100","24,100",336413,80NSSC19Q1343,N/A,DIGITAL TRANSCEIVERS,,,,
"B&H INTERNATIONAL LLC [BAKERSFIELD,CALIFORNIA]",80NSSC20P0050,NSSC - NASA Shared Services Center,BAKERSFIELD,CA,'23',10/9/2019,10/9/2019,", Small Disadvantaged Business, Woman Owned Small Business, Small Business - For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Small Business, Sub Continent Asian American Owned Business, Women Owned, Women Owned Small Business","Purchase Order, Firm Fixed Price","18,888","18,888","18,888",336412,80NSSC19Q1337,N/A,"QTY. 1 DRONE: ALTA 8 PRO W/ TRAVEL CASE, FUTABA&FPV",,,,
"B&S AIRCRAFT ALLOYS INC. [SYOSSET,NEW YORK]",80GSFC20A0029,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',5/15/2020,[None Indicated],", Woman Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Subchapter S Corporation, Women Owned","Blanket Purchase Agreement (BPA), Firm Fixed Price",0,0,0,332999,80GSFC20Q0003,N/A,"SB SET-ASIDE, 42 OFFERS.BPA VENDORS SHALL PROVIDE FABRICATION SERVICES AT VENDORS SITE&SUPPLIES TO GSFC IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS SPACE FLIGHT&NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.  .",,,,
"B&S AIRCRAFT ALLOYS INC. [SYOSSET,NEW YORK]",NNG14LM84D,GSFC - Goddard Space Flight Center,SYOSSET,NY,'03',8/25/2014,5/14/2020,", Woman Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Women Owned","BPA Call, Firm Fixed Price","3,341","73,006","73,006",423510,N/A,N/A,"IGF::OT::IGF COMPREHENSIVE FABRICATION NEEDS FOR SPACEFLIGHT HARDWARE PARTS,  INSTRUMENT COMPONENTS, STRUCTURES, FIXTURES, ASSEMBLY TOOLS, SPACE VEHICLE PARTS, ETC.;  ASSEMBLY OF FABRICATED ITEMS AND ALL REQUIRED DOCUMENTATION.  THE CONTRACTOR SHALL MANUFACTURE, ASSEMBLE, AND PREPARE DOCUMENTATION FOR SPACEFLIGHT AND NON-FLIGHT PARTS IN SUPPORT OF THE MANUFACTURING ENGINEERING GROUP AND GSFC PROJECTS.  THE CONTRACTOR SHALL PROVIDE THE REQUIRED PERSONNEL, FACILITIES, AND MATERIALS, UNLESS OTHERWISE PROVIDED BY THE GOVERNMENT, TO ACCOMPLISH THE ISSUED DELIVERY ORDERS.  THE CONTRACTOR SHALL PROVIDE EMERGENCY REPAIR OR MODIFICATION IN SUPPORT OF REJECTED OR DEFECTIVE CRITICAL ITEMS; THIS INCLUDES PERFORMING REPAIR OR MODIFICATION AND RETURNING TO GSFC WITHIN A NEGOTIATED TIME FRAME PER DELIVERY ORDER.  THE CONTRACTOR SHALL FACILITATE TECHNICAL INTERCHANGE MEETINGS AT THE CONTRACTOR S FABRICATION FACILITY FOR DESIGN INTERPRETATION FOR WORK IN PROGRESS AND CONTRACTOR/END-USER COLLABORATION FOR CRITICAL ITEMS WITHIN A NEGOTIATED TIME FRAME PER DELIVERY ORDER.   CRITICAL ITEMS  ARE DEFINED AS THOSE SPACEFLIGHT AND GROUND SUPPORT ITEMS HAVING A SIGNIFICANT IMPACT ON TEST SCHEDULES, ASSEMBLY SCHEDULES, OR SHIPPING SCHEDULES AFFECTING LAUNCH SCHEDULES.  APPROXIMATELY 40% OF THE WORK TO BE PERFORMED ON THIS CONTRACT WILL BE CONSIDERED CRITICAL.",,,,
"B&S AIRCRAFT ALLOYS INC. [SYOSSET,NEW YORK]",NNG14LM85D,GSFC - Goddard Space Flight Center,SYOSSET,NY,'03',8/21/2014,5/14/2020,", Woman Owned Small Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Women Owned","BPA Call, Firm Fixed Price","10,420","92,390","92,390",423510,N/A,N/A,"IGF::CL::IGF FABRICATION OF COMMERCIAL SERVICES AND SUPPLIES FOR GODDARD SPACE FLIGHT CENTER II. THE ADVANCED MANUFACTURING BRANCH (AMB) IS RESPONSIBLE FOR MAINTAINING A COMPLETE MANUFACTURING FACILITY TO MEET THE CENTER''S RESEARCH AND DEVELOPMENT REQUIREMENTS AND ASSIST IN THE FABRICATION OF HARDWARE REQUIREMENTS FROM MULTIPLE NASA PROJECT MISSIONS. THIS FACILITY INCLUDES CONVENTIONAL MACHINING EQUIPMENT, NUMERICALLY CONTROLLED (NC) MACHINING CENTERS, SHEET METAL AND WELDING FABRICATION EQUIPMENT AND REMOTELY LOCATED STAFF SHOPS.  VENDORS SHALL PROVIDE FABRICATION SERVICES AND SUPPLIES TO THE MANUFACTURING ENGINEERING GROUP IN THEIR RESPECTIVE AREAS OF EXPERTISE FOR THE DEVELOPMENT OF INSTRUMENTS AND SPACE FLIGHT AND NON-SPACEFLIGHT HARDWARE INTERCHANGEABLE PIECE PARTS.  VENDORS WILL MANUFACTURE PER ENGINEERING DRAWINGS WITH AEROSPACE INDUSTRY TOLERANCES AND PROVIDE FABRICATION CAPABILITIES IN ACCORDANCE WITH THE STATEMENT OF WORK.  TO FABRICATE CLOSE TOLERANCE AEROSPACE INSTRUMENTS AND SPACE FLIGHT GRADE PARTS, IN VARIOUS MATERIALS SUCH AS (BUT NOT LIMITED TO) ALUMINUM, TITANIUM, HIGH STRENGTH STEEL AND NICKEL ALLOY, ENGINEERING PLASTICS, AND COMPOSITES BASED ON INDUSTRY ENGINEERING DRAWINGS, PROVIDED IN ELECTRONIC FORMAT, TO INDUSTRY STANDARD TOLERANCES AND SPECIFICATIONS. PARTS MAY RANGE IN COMPLEXITY FROM VERY SIMPLE TO VERY COMPLEX, WITH QUANTITIES. EACH DISCIPLINE IS FURTHER DIVIDED INTO SUBCATEGORIES BASED ON THE EXPECTED SIZE OF FABRICATED PARTS.  THE FABRICATIONS OF PRODUCTS OR SERVICES PROPOSED AS \SPACEFLIGHT\"" ARE REQUIRED TO BE, ISO 900I OR AS9100 COMPLAINT, ITEMS PROPOSED AS \""NON-FLIGHT\"" WILL NOT REQUIRE RESPONDENTS TO BE ISO 9001 OR AS9100 COMPLIANT. OFFERS SHALL INDICATE IF THEY ARE ISO 9001 OR AS9100 COMPLAINT AND PROVIDE SUPPORTING DOCUMENTATION.""",,,,
"B. & H. MACHINE, INC. [MINERVA,OHIO]",80NSSC20P2080,NSSC - NASA Shared Services Center,MINERVA,OH,'07',9/15/2020,11/24/2020,", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Self Certified Small Disadvantaged Business, Subchapter S Corporation","Purchase Order, Firm Fixed Price","11,797","11,797","11,797",333995,N/A,N/A,"SPECIAL PATHON HYDRAULIC CYLINDER SRH5S5MD10ABR 5\ BORE X 10\"" STROKE, 2.50\"" DIAMETER RODS CHROME PLATED, DOUBLE ROD END, TRUNNION MOUNTING, CUSHIONED BOTH ENDS, 3000 PSI, SEALS FOR HOUGHTO-SAFE 1115 PHOSPHATE ESTER FLUID.""",,,,
"B.L. HARBERT INTERNATIONAL, L.L.C. [BIRMINGHAM,ALABAMA]",80SSC018D0022,SSC - Stennis Space Center,[N/A for IDVs],,'NA',10/24/2017,[None Indicated],"Other Than Small Business - For Profit Organization, Limited Liability Corporation, Partnership Or Limited Liability Partnership","Indefinite Delivery Contract, Order Dependent ",0,0,0,236210,NNS17612547R,N/A,"THIS REGIONALIZED MULTIPLE AWARD CONSTRUCTION CONTRACT TWO (MACC-II) RESULTED IN TWENTY-FOUR (24) INDEFINITE DELIVERY/INDEFINITE QUANTITY (IDIQ) IN SUPPORT MACC-II. THE MACC-II PROVIDES A CRITICAL IN-PLACE CONTRACTUAL MECHANISM THROUGH A REGIONALIZED MULTIPLE AWARD, INDEFINITE DELIVERY, INDEFINITE QUANTITY (IDIQ) CONTRACT TO SUPPORT GENERAL CONSTRUCTION, ALTERATION, MODIFICATION, MAINTENANCE AND REPAIR, DEMOLITION, DESIGN-BUILD, AND NEW CONSTRUCTION OF BUILDINGS, FACILITIES, AND REAL PROPERTY AT JOHN C. STENNIS SPACE CENTER (SSC), JOHNSON SPACE CENTER (JSC) INCLUDING WHITE SANDS TEST FACILITY (WSTF), KENNEDY SPACE CENTER (KSC), AND MARSHALL SPACE FLIGHT CENTER (MSFC) INCLUDING MICHOUD ASSEMBLY FACILITY (MAF). MACC-II WILL ALSO SUPPORT EMERGENCY RESPONSE TO NATURAL DISASTERS AND EMERGENCIES. OTHER NASA CENTERS AND FEDERAL TENANTS AT NASA FACILITIES MAY UTILIZE MACC-II WITH SSC PROCUREMENT OFFICER APPROVAL. THE MACC-II IS NOT A REQUIREMENTS CONTRACT AND THEREFORE NOT MANDATORY. THE MACC-II IS INTENDED TO PROVIDE A HIGHLY FLEXIBLE CONSTRUCTION CONTRACTING VEHICLE FOR PARTICIPATING CENTERS.",,,,
"BACIK GROUP LLC [PELHAM,ALABAMA]",80MSFC20F0029,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',11/7/2019,2/6/2020,", Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Business - For Profit Organization, Service Related Disabled Veteran Owned Business, Veteran Owned","Delivery Order, Firm Fixed Price","29,930","29,930","29,930",236220,N/A,N/A,"THE PURPOSE OF THIS ORDER IS MODIFICATIONS TO ROOM 145 IN BUILDING 4619, PER FWR R000698559.",,,,
"BACIK GROUP LLC [PELHAM,ALABAMA]",80MSFC20F0107,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',3/10/2020,12/8/2020,", Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Business - For Profit Organization, Service Related Disabled Veteran Owned Business, Veteran Owned","Delivery Order, Firm Fixed Price","39,762","39,762","39,762",236220,80MSFC19D0015,N/A,"THE PURPOSE OF THIS ORDER IS TO REMODEL A WING OF MEN''S BATHROOM ON FIRST FLOOR OF BUILDING 4663, PER FWR R000679707.",,,,
"BACIK GROUP LLC [PELHAM,ALABAMA]",80MSFC20F0176,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',7/9/2020,11/6/2020,", Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Business - For Profit Organization, Service Related Disabled Veteran Owned Business, Veteran Owned","Delivery Order, Firm Fixed Price","175,416","175,416","175,416",236220,N/A,N/A,"THE PURPOSE OF THIS ORDER IS TEST ARTICLE STORAGE BUILDING AT 4624, PER FWR R000781573.",,,,
"BACIK GROUP LLC [PELHAM,ALABAMA]",80MSFC20F0186,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',7/31/2020,11/30/2020,", Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Business - For Profit Organization, Service Related Disabled Veteran Owned Business, Veteran Owned","Delivery Order, Firm Fixed Price","18,773","18,773","18,773",236220,N/A,N/A,"THE PURPOSE OF THIS ORDER IS TO INSTALL DOOR LOCKS AT BUILDING 4221, PER FWR R000780077.",,,,
"BACIK GROUP LLC [PELHAM,ALABAMA]",80MSFC20F0199,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',8/19/2020,12/30/2020,", Veteran Owned Small Business, Service Disabled Veteran Owned Small Business, Small Business - For Profit Organization, Service Related Disabled Veteran Owned Business, Veteran Owned","Delivery Order, Firm Fixed Price","64,969","64,969","64,969",236220,N/A,N/A,"THE PURPOSE OF THIS ORDER IS TO REPLACE VALVES AND ACTUATORS AT BUILDING 4663, PER FWR R000734046.",,,,
"BACKUPWORKS.COM, INC. [LAKE FOREST,CALIFORNIA]",80NSSC19P2089,NSSC - NASA Shared Services Center,LAKE FOREST,CA,'45',9/5/2019,10/7/2019,", Small Business ONLY - For Profit Organization, Subchapter S Corporation","Purchase Order, Firm Fixed Price",0,"29,570","29,570",334112,80NSSC19Q1186,N/A,OVERLAND STORAGE NEOXL 80 6U RACKMOUNT/ QTY:1/ QUANTUM ULTRIUM LTO-8 12TB / 30TB DATA CARTRIDGE TAPE/ QTY: 80/ LTO-8 BARCODE LABELS (20) LABELS PER SHEET - NO CHARGE/QTY:80/OVERSIZED DIMENSIONS - PALLET REQUIRED/ SHIPPING CHARGES: $495.00,,,,
"BACULA SYSTEMS CORPORATION [WILMINGTON,DELAWARE]",80NSSC20P0672,NSSC - NASA Shared Services Center,WILMINGTON,DE,'00',2/27/2020,2/27/2022,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","30,120","30,120","30,120",518210,80NSSC20Q0346,N/A,BACULA SYSTEMS BRONZE LEVEL SUPPORT AND ADMINSTRATOR 1 TRAINING COURSE,,,,
"BACULA SYSTEMS CORPORATION [WILMINGTON,DELAWARE]",80NSSC20P1002,NSSC - NASA Shared Services Center,WILMINGTON,DE,'00',4/22/2020,6/23/2021,", Small Business ONLY - Corporate Entity Not Tax Exempt, For Profit Organization","Purchase Order, Firm Fixed Price","55,100","55,100","55,100",518210,80NSSC20728488Q,N/A,BACULA SYSTEMS SILVER SUBSCRIPTION,,,,
"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION I [MANASSAS,VIRGINIA]",80NSSC17K0466,NSSC - NASA Shared Services Center,MANASSAS,VA,'10',9/22/2017,12/6/2019,"Other Than Small Business - Corporate Entity Not Tax Exempt, Foreign Owned And Located, For Profit Organization",Grant,-455,"289,169","289,169",[None Indicated],N/A,N/A,"BAE SYSTEMS, WITH ITS SUBCONTRACTED PARTNERS, WILL PROVIDE AN INITIAL FEASIBILITY STUDY FOR THE STORM SAR OBSERVATION CONCEPT, INCLUDING A PRELIMINARY MODEL AND SIMULATION OF THE OBSERVATION OF A PRECIPITATION FIELD, A MODEL OF THE PERFORMANCE OF THE ASSOCIATED MULTI-STATIC RADAR INSTRUMENTATION, AND AN ASSESSMENT OF THE TECHNOLOGY READINESS STATUS OF THE SPACE-SEGMENT HARDWARE NEEDED FOR THE OBSERVATION.",,,,
"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION I [MANASSAS,VIRGINIA]",80NSSC20K0351,NSSC - NASA Shared Services Center,MANASSAS,VA,'10',2/5/2020,3/31/2023,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization",Grant,"1,388,940","1,388,940","4,300,681",[None Indicated],N/A,N/A,"OBSERVATIONS AT 1KM HORIZONTAL RESOLUTION ARE NEEDED TO RESOLVE THE FINE THERMODYNAMIC PHASE STRUCTURE PRESENT IN MANY SEVERE STORMS, AND SUPPORT THE WEATHER PROCESS RESEARCH NEEDED FOR FUTURE CONVECTION-RESOLVING WEATHER MODELS. STORM SAR IS AN APPR",,,,
"BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION I [MANASSAS,VIRGINIA]",NNA12AA81C,ARC - Ames Research Center,MANASSAS,VA,'10',8/27/2012,2/28/2014,"Other Than Small Business - Corporate Entity Not Tax Exempt, For Profit Organization","Definitive Contract, Cost Plus Fixed Fee","14,731","6,744,631","6,775,473",334419,N/A,N/A,"IGF::OT::IGF  HIGHLY INTEGRATED, MULTI-MARKET NETWORK PROCESSOR FOR F6 AND BEYOND",,,,
