Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NND14AC48D,AFRC - Armstrong Flight Research Center,HERNDON,VA,'10',9/19/2014,12/19/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","146,619","146,619","146,619",541519,N/A,N/A,ORACLE SUN SERVER X4-8TERMS AND CONDITIONS IAW SEWP CONTRACT NNG07DA19B,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNG07DA19B,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',5/1/2007,[None Indicated],", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Government-Wide Agency Contract (GWAC), Firm Fixed Price",0,0,0,541519,N/A,N/A,"SEWP 4 AWARD CLASS 6 THE SEWP CONTRACTS OFFER A WIDE RANGE OF ADVANCED TECHNOLOGY INCLUDING UNIX-, LINUX-, AND WINDOWS-BASED DESKTOPS AND SERVERS, ALONG WITH PERIPHERALS, NETWORK EQUIPMENT, STORAGE DEVICES, SECURITY TOOLS, SOFTWARE, AND OTHER IT PRODUCTS AND PRODUCT BASED SOLUTIONS.",,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNG12HD48D,GSFC - Goddard Space Flight Center,Herndon,VA,'10',5/23/2012,9/11/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price",0,"127,856","127,856",541519,N/A,N/A,MAINTENANCE/EMAIL MAINTENANCE,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNG13FF25D,GSFC - Goddard Space Flight Center,Herndon,VA,'10',8/20/2013,10/10/2013,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price",0,"99,265","99,265",541519,N/A,N/A,"FUNDS FOR JAVA SE ADVANCE LIC, JAVA SE ADVANCE LIC SUPP.",,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNG13HF90D,GSFC - Goddard Space Flight Center,Herndon,VA,'10',9/20/2013,9/20/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price",0,"7,443","7,443",541519,N/A,N/A,FUNDS FOR MYSQL SOFTWARE SUPPORT. SEWP FEE.,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNG14FF34D,GSFC - Goddard Space Flight Center,Herndon,VA,'10',11/25/2013,12/31/2013,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","49,535","49,535","49,535",541519,N/A,N/A,ORACLE SPARC T4-2 AND STORAGETEK 2530 M2; AND SEWP FEE.,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNG14FF42D,GSFC - Goddard Space Flight Center,,VA,'10',1/24/2014,1/23/2015,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","113,594","112,538","112,538",541519,N/A,N/A,"ORACLE LICENSES:  ENTERPRISE EDITION ADVANCED SECURITY PROCESSOR LICENSE AND SUPPORT, QTY. 4. ORACLE DATABASE ENTERPRISE EDITION PROCESSOR LICENSE AND SUPPORT, QTY. 4. ORACLE LINUX PREMIER PER SYSTEM - 1 YEAR SUPPORT, QTY. 1.   FEE.",,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNG14FF54D,GSFC - Goddard Space Flight Center,HERNDON,VA,'10',7/3/2014,7/2/2015,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","10,349","10,349","10,349",541519,N/A,N/A,ONE YEAR LOGRHYTHM RENEWAL FOR THE NASA SEWP OFFICE.  FEE.,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNG14FF60D,GSFC - Goddard Space Flight Center,HERNDON,VA,'10',8/14/2014,8/21/2015,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","17,856","17,856","17,856",541519,N/A,N/A,ORACLE SOFTWARE UPDATE LICENSE,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNG14HC05D,GSFC - Goddard Space Flight Center,Herndon,VA,'10',2/12/2014,3/12/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","50,639","50,639","50,639",541519,N/A,N/A,"SEAGATE CHEETAH DRIVE, 120 EACH.  PORT SWITCH, 2 EACH, SMALL M FACTOR PLUGGABLE, 4 EACH, APC METERED RACK PDU, 20 EACH.  FEE.",,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNG14HC30D,GSFC - Goddard Space Flight Center,Herndon,VA,'10',4/14/2014,5/9/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","3,553","3,553","3,553",541519,N/A,N/A,DELL PRECISION T5610 WORKSTATIONS SEWP FEE,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNG14HL66D,GSFC - Goddard Space Flight Center,Herndon,VA,'10',2/4/2014,3/3/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","16,484","16,484","16,484",541519,N/A,N/A,"SUN SERVER X4-2 WITH INTEL XENON PROCESSORS, 8GB RAM, 600 GB SYSTEM HDD, 1.2 TB HDD STORAGE.  ORACLE PREMIER SUPPORT.  SHIPPING.  FEE.",,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNG14LC40D,GSFC - Goddard Space Flight Center,Herndon,VA,'10',9/26/2014,11/25/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","3,730","3,730","3,730",541519,N/A,N/A,IT1-18-034 DELL PRECISION T1700 MT CTO 1EA. IT1-18-034 DELL MOBILE PRECISION M2800 1EA. SEWP FEE.,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNG14VH36D,GSFC - Goddard Space Flight Center,Herndon,VA,'10',4/8/2014,11/30/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","4,321","4,321","4,321",541519,N/A,N/A,"RENEWAL: NBD HARDWARE REPLACEMENT/SOFTWARE MAINTENANCE FOR:  ARISTA SX NETWORKS SWITCH, PART #SVC-7124SX-1M-NB. QTY. 54 EA.  FEE.",,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ10JD96D,JSC - Johnson Space Flight Center,,AK,'00',4/28/2010,3/31/2015,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","38,795","365,487","365,487",541519,N/A,N/A,SMARTZONE 4.1 UHF MAINTENANCE,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ10JE90P,JSC - Johnson Space Flight Center,,AK,'00',8/31/2010,9/30/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Purchase Order, Cost Plus Fixed Fee","4,680","114,663","114,663",334220,N/A,N/A,The purpose of this purchase order is to maintain the NICE Logging Recorder equipment located at NASA Johnson Space Center.,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ12JA49D,JSC - Johnson Space Flight Center,,VA,'10',1/27/2012,1/26/2015,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price",0,"28,319","28,319",541519,N/A,N/A,SOFTWARE LICENSES AND 3-YEAR SUPPORT,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ13JA47D,JSC - Johnson Space Flight Center,Herndon,VA,'10',3/11/2013,2/28/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price",0,"34,105","34,105",541519,N/A,N/A,SOFTWARE LICENSE RENEWALS,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ13JA51D,JSC - Johnson Space Flight Center,,VA,'10',3/14/2013,5/31/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price",0,"12,639","12,639",541519,N/A,N/A,ADP SOFTWARE  LICENSE RENEWALS,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ13JD23D,JSC - Johnson Space Flight Center,,VA,'10',9/5/2013,8/10/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","-4,543",20,20,541519,N/A,N/A,RENEWAL OF ORACLE SOFTWARE LICENSES,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ14JA13D,JSC - Johnson Space Flight Center,,VA,'10',4/4/2014,5/4/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","38,830","38,830","38,830",541519,N/A,N/A,SPARC T4 SERVER SYSTEM,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ14JA21D,JSC - Johnson Space Flight Center,,VA,'10',5/5/2014,9/30/2015,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","95,057","95,057","95,057",541519,N/A,N/A,PREMIER SUPPORT SYSTEM RENEWAL,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ14JA25D,JSC - Johnson Space Flight Center,,VA,'10',5/14/2014,5/31/2015,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","12,355","12,355","12,355",541519,N/A,N/A,LOGRHYTHM MAINTENANCE RENEWAL,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ14JA50D,JSC - Johnson Space Flight Center,,VA,'10',7/15/2014,8/4/2015,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","17,234","17,234","17,234",541519,N/A,N/A,PREMIER SUPPORT SYSTEM RENEWAL,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ14JA64D,JSC - Johnson Space Flight Center,Herndon,VA,'10',7/28/2014,9/30/2015,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","12,721","12,721","12,721",541519,N/A,N/A,SYME BACKUP EXEC 2014 FOR APPLS/DBS/SYMC BACKUP EXEC FOR 2014 LINUX SERVER,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ14JA75D,JSC - Johnson Space Flight Center,Herndon,VA,'10',7/28/2014,8/28/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","39,940","39,940","39,940",541519,N/A,N/A,POWEREDGE R720 INTEL XEON,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ14JA94D,JSC - Johnson Space Flight Center,,VA,'10',8/14/2014,9/14/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","81,619","81,619","81,619",541519,N/A,N/A,MICROSOFT VISUAL STUDIO PREMIUM,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ14JB14D,JSC - Johnson Space Flight Center,,VA,'10',8/27/2014,9/27/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","421,612","417,700","417,700",541519,N/A,N/A,WHITEWATER 3030B100,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ14JB17D,JSC - Johnson Space Flight Center,,VA,'10',9/5/2014,10/5/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","8,000","8,000","8,000",541519,N/A,N/A,MICROSOFT SHAREPOINT SERVER,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ14JB20D,JSC - Johnson Space Flight Center,,VA,'10',9/5/2014,10/5/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","291,430","291,430","291,430",541519,N/A,N/A,ADVANCED DOCUMENT TRANSFORMATION SERVICE,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ14JC10D,JSC - Johnson Space Flight Center,,VA,'10',12/10/2013,12/9/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","3,342","3,342","3,342",541519,N/A,N/A,RENEWAL OF ORACLE SOFTWARE LICENSES,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ14JC40D,JSC - Johnson Space Flight Center,,VA,'10',2/27/2014,1/29/2015,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","7,782","7,782","7,782",541519,N/A,N/A,IGF::OT::IGF RENEWAL OF THINAPP 4SUITE SOFTWARE,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ14JC42D,JSC - Johnson Space Flight Center,Herndon,VA,'10',2/27/2014,3/27/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","22,918","22,918","22,918",541519,N/A,N/A,MOTOROLA NIMH BATTERIES,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNJ14JC62D,JSC - Johnson Space Flight Center,,VA,'10',4/3/2014,5/3/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","3,802","3,802","3,802",541519,N/A,N/A,POWEREDGE WITH ACCESSORIES,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNK14LA52D,KSC - Kennedy Space Flight Center,Herndon,VA,'10',4/21/2014,5/23/2014,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","8,628","8,628","8,628",541519,N/A,N/A,DELL WORKSTATION,,,,,,,,,,,,
"AFFIGENT, LLC [HERNDON,VIRGINIA]",NNK14MB35D,KSC - Kennedy Space Flight Center,,VA,'10',9/25/2014,11/14/2016,", Small Disadvantaged Business, Small Business - Alaskan Native Owned Corporation Or Firm, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Limited Liability Corporation, Minority Owned, Native American Owned Business, Self Certified Small Disadvantaged Business","Delivery Order, Firm Fixed Price","8,337","8,993","8,993",541519,N/A,N/A,"IGF::OT::IGF  LI 1: JUNIPER FIREWALL, PART # SRX240H2-TAA, QTY:3 LI 2: JUNIPER CARE NEXTDAY SUPPORT 1 YEAR WARRANTY, PART # SVC-ND-SRX240, QTY:3  LI 3: JUNIPER CARE NEXTDAY SUPPORT 1 YEAR WARRANTY, PART # SVC-ND-SRX240, QTY:3, OPTION 1 AFTER BASE YEAR LI 4: JUNIPER CARE NEXTDAY SUPPORT 1 YEAR WARRANTY, PART # SVC-ND-SRX240, QTY:3, OPTION 2 AFTER OPTION 1  LI 5: JUNIPER CARE NEXTDAY SUPPORT 1 YEAR WARRANTY, PART # SVC-ND-SRX240, QTY:3, OPTION 3 AFTER OPTION 2  LI 6: JUNIPER CARE NEXTDAY SUPPORT 1 YEAR WARRANTY, PART # SVC-ND-SRX240, QTY:3, OPTION 4 AFTER OPTION 3",,,,,,,,,,,,
